name,category,osm_type,osm_id,latitude,longitude,map_link,map_preview_link,address,summary,alignment_to_downtown_perks,operating_hours,contact_phone,contact_email,website,specials,deals_offers,events_available,source,last_enriched_utc
Yummi Joy,Coffee / Cafe,node,8090124769,30.265297,-97.748201,https://www.openstreetmap.org/node/8090124769#map=19/30.265297/-97.748201,https://www.openstreetmap.org/?mlat=30.265297&mlon=-97.748201#map=18/30.265297/-97.748201,,Coffee / Cafe with cuisine focus: coffee_shop;ice_cream.,"Morning perk loops, loyalty rewards, and community meetup anchors",Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
701 Rio,Commercial Property,way,1317011702,30.271034,-97.748649,https://www.openstreetmap.org/way/1317011702#map=19/30.271034/-97.748649,https://www.openstreetmap.org/?mlat=30.271034&mlon=-97.748649#map=18/30.271034/-97.748649,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Colorado Tower,Commercial Property,way,231123152,30.265885,-97.744689,https://www.openstreetmap.org/way/231123152#map=19/30.265885/-97.744689,https://www.openstreetmap.org/?mlat=30.265885&mlon=-97.744689#map=18/30.265885/-97.744689,"303, Colorado Street, 78701",Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,https://coloradotower.com/,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,relation,9130954,30.270138,-97.740159,https://www.openstreetmap.org/relation/9130954#map=19/30.270138/-97.740159,https://www.openstreetmap.org/?mlat=30.270138&mlon=-97.740159#map=18/30.270138/-97.740159,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,55932522,30.268988,-97.747152,https://www.openstreetmap.org/way/55932522#map=19/30.268988/-97.747152,https://www.openstreetmap.org/?mlat=30.268988&mlon=-97.747152#map=18/30.268988/-97.747152,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,99868604,30.269321,-97.748019,https://www.openstreetmap.org/way/99868604#map=19/30.269321/-97.748019,https://www.openstreetmap.org/?mlat=30.269321&mlon=-97.748019#map=18/30.269321/-97.748019,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,112836380,30.269787,-97.74263,https://www.openstreetmap.org/way/112836380#map=19/30.269787/-97.742630,https://www.openstreetmap.org/?mlat=30.269787&mlon=-97.742630#map=18/30.269787/-97.742630,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,112836384,30.269914,-97.743281,https://www.openstreetmap.org/way/112836384#map=19/30.269914/-97.743281,https://www.openstreetmap.org/?mlat=30.269914&mlon=-97.743281#map=18/30.269914/-97.743281,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,153385786,30.271973,-97.760351,https://www.openstreetmap.org/way/153385786#map=19/30.271973/-97.760351,https://www.openstreetmap.org/?mlat=30.271973&mlon=-97.760351#map=18/30.271973/-97.760351,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,153385789,30.272085,-97.760861,https://www.openstreetmap.org/way/153385789#map=19/30.272085/-97.760861,https://www.openstreetmap.org/?mlat=30.272085&mlon=-97.760861#map=18/30.272085/-97.760861,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,153385792,30.272413,-97.76144,https://www.openstreetmap.org/way/153385792#map=19/30.272413/-97.761440,https://www.openstreetmap.org/?mlat=30.272413&mlon=-97.761440#map=18/30.272413/-97.761440,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187010806,30.280954,-97.75432,https://www.openstreetmap.org/way/187010806#map=19/30.280954/-97.754320,https://www.openstreetmap.org/?mlat=30.280954&mlon=-97.754320#map=18/30.280954/-97.754320,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187011441,30.27358,-97.758553,https://www.openstreetmap.org/way/187011441#map=19/30.273580/-97.758553,https://www.openstreetmap.org/?mlat=30.273580&mlon=-97.758553#map=18/30.273580/-97.758553,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187011442,30.274336,-97.753152,https://www.openstreetmap.org/way/187011442#map=19/30.274336/-97.753152,https://www.openstreetmap.org/?mlat=30.274336&mlon=-97.753152#map=18/30.274336/-97.753152,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187011687,30.272082,-97.757247,https://www.openstreetmap.org/way/187011687#map=19/30.272082/-97.757247,https://www.openstreetmap.org/?mlat=30.272082&mlon=-97.757247#map=18/30.272082/-97.757247,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187011688,30.269395,-97.754113,https://www.openstreetmap.org/way/187011688#map=19/30.269395/-97.754113,https://www.openstreetmap.org/?mlat=30.269395&mlon=-97.754113#map=18/30.269395/-97.754113,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187011693,30.269979,-97.755681,https://www.openstreetmap.org/way/187011693#map=19/30.269979/-97.755681,https://www.openstreetmap.org/?mlat=30.269979&mlon=-97.755681#map=18/30.269979/-97.755681,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187011695,30.272369,-97.752638,https://www.openstreetmap.org/way/187011695#map=19/30.272369/-97.752638,https://www.openstreetmap.org/?mlat=30.272369&mlon=-97.752638#map=18/30.272369/-97.752638,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187011696,30.273595,-97.763225,https://www.openstreetmap.org/way/187011696#map=19/30.273595/-97.763225,https://www.openstreetmap.org/?mlat=30.273595&mlon=-97.763225#map=18/30.273595/-97.763225,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187011697,30.269064,-97.75171,https://www.openstreetmap.org/way/187011697#map=19/30.269064/-97.751710,https://www.openstreetmap.org/?mlat=30.269064&mlon=-97.751710#map=18/30.269064/-97.751710,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187381176,30.282454,-97.742618,https://www.openstreetmap.org/way/187381176#map=19/30.282454/-97.742618,https://www.openstreetmap.org/?mlat=30.282454&mlon=-97.742618#map=18/30.282454/-97.742618,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187381189,30.284444,-97.742426,https://www.openstreetmap.org/way/187381189#map=19/30.284444/-97.742426,https://www.openstreetmap.org/?mlat=30.284444&mlon=-97.742426#map=18/30.284444/-97.742426,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187384743,30.281889,-97.743977,https://www.openstreetmap.org/way/187384743#map=19/30.281889/-97.743977,https://www.openstreetmap.org/?mlat=30.281889&mlon=-97.743977#map=18/30.281889/-97.743977,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187385056,30.278415,-97.742784,https://www.openstreetmap.org/way/187385056#map=19/30.278415/-97.742784,https://www.openstreetmap.org/?mlat=30.278415&mlon=-97.742784#map=18/30.278415/-97.742784,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187385057,30.279601,-97.73646,https://www.openstreetmap.org/way/187385057#map=19/30.279601/-97.736460,https://www.openstreetmap.org/?mlat=30.279601&mlon=-97.736460#map=18/30.279601/-97.736460,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187385058,30.278462,-97.73797,https://www.openstreetmap.org/way/187385058#map=19/30.278462/-97.737970,https://www.openstreetmap.org/?mlat=30.278462&mlon=-97.737970#map=18/30.278462/-97.737970,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187385060,30.278347,-97.735752,https://www.openstreetmap.org/way/187385060#map=19/30.278347/-97.735752,https://www.openstreetmap.org/?mlat=30.278347&mlon=-97.735752#map=18/30.278347/-97.735752,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187385061,30.27914,-97.740001,https://www.openstreetmap.org/way/187385061#map=19/30.279140/-97.740001,https://www.openstreetmap.org/?mlat=30.279140&mlon=-97.740001#map=18/30.279140/-97.740001,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187666483,30.276831,-97.745182,https://www.openstreetmap.org/way/187666483#map=19/30.276831/-97.745182,https://www.openstreetmap.org/?mlat=30.276831&mlon=-97.745182#map=18/30.276831/-97.745182,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187666484,30.279639,-97.745329,https://www.openstreetmap.org/way/187666484#map=19/30.279639/-97.745329,https://www.openstreetmap.org/?mlat=30.279639&mlon=-97.745329#map=18/30.279639/-97.745329,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187666485,30.267269,-97.748903,https://www.openstreetmap.org/way/187666485#map=19/30.267269/-97.748903,https://www.openstreetmap.org/?mlat=30.267269&mlon=-97.748903#map=18/30.267269/-97.748903,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187666487,30.271797,-97.747188,https://www.openstreetmap.org/way/187666487#map=19/30.271797/-97.747188,https://www.openstreetmap.org/?mlat=30.271797&mlon=-97.747188#map=18/30.271797/-97.747188,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187666490,30.274227,-97.745981,https://www.openstreetmap.org/way/187666490#map=19/30.274227/-97.745981,https://www.openstreetmap.org/?mlat=30.274227&mlon=-97.745981#map=18/30.274227/-97.745981,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187667303,30.261857,-97.737178,https://www.openstreetmap.org/way/187667303#map=19/30.261857/-97.737178,https://www.openstreetmap.org/?mlat=30.261857&mlon=-97.737178#map=18/30.261857/-97.737178,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187766496,30.257246,-97.749082,https://www.openstreetmap.org/way/187766496#map=19/30.257246/-97.749082,https://www.openstreetmap.org/?mlat=30.257246&mlon=-97.749082#map=18/30.257246/-97.749082,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187766793,30.245916,-97.757172,https://www.openstreetmap.org/way/187766793#map=19/30.245916/-97.757172,https://www.openstreetmap.org/?mlat=30.245916&mlon=-97.757172#map=18/30.245916/-97.757172,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187766795,30.246905,-97.751108,https://www.openstreetmap.org/way/187766795#map=19/30.246905/-97.751108,https://www.openstreetmap.org/?mlat=30.246905&mlon=-97.751108#map=18/30.246905/-97.751108,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187766797,30.251818,-97.74929,https://www.openstreetmap.org/way/187766797#map=19/30.251818/-97.749290,https://www.openstreetmap.org/?mlat=30.251818&mlon=-97.749290#map=18/30.251818/-97.749290,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,187766952,30.258256,-97.75197,https://www.openstreetmap.org/way/187766952#map=19/30.258256/-97.751970,https://www.openstreetmap.org/?mlat=30.258256&mlon=-97.751970#map=18/30.258256/-97.751970,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,188454201,30.247914,-97.761794,https://www.openstreetmap.org/way/188454201#map=19/30.247914/-97.761794,https://www.openstreetmap.org/?mlat=30.247914&mlon=-97.761794#map=18/30.247914/-97.761794,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,188454202,30.244948,-97.757749,https://www.openstreetmap.org/way/188454202#map=19/30.244948/-97.757749,https://www.openstreetmap.org/?mlat=30.244948&mlon=-97.757749#map=18/30.244948/-97.757749,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,188454212,30.243486,-97.758738,https://www.openstreetmap.org/way/188454212#map=19/30.243486/-97.758738,https://www.openstreetmap.org/?mlat=30.243486&mlon=-97.758738#map=18/30.243486/-97.758738,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,188454518,30.255439,-97.745721,https://www.openstreetmap.org/way/188454518#map=19/30.255439/-97.745721,https://www.openstreetmap.org/?mlat=30.255439&mlon=-97.745721#map=18/30.255439/-97.745721,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,188586758,30.252453,-97.747018,https://www.openstreetmap.org/way/188586758#map=19/30.252453/-97.747018,https://www.openstreetmap.org/?mlat=30.252453&mlon=-97.747018#map=18/30.252453/-97.747018,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,188586762,30.250364,-97.749092,https://www.openstreetmap.org/way/188586762#map=19/30.250364/-97.749092,https://www.openstreetmap.org/?mlat=30.250364&mlon=-97.749092#map=18/30.250364/-97.749092,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,188586763,30.252844,-97.748072,https://www.openstreetmap.org/way/188586763#map=19/30.252844/-97.748072,https://www.openstreetmap.org/?mlat=30.252844&mlon=-97.748072#map=18/30.252844/-97.748072,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,188586770,30.249061,-97.749473,https://www.openstreetmap.org/way/188586770#map=19/30.249061/-97.749473,https://www.openstreetmap.org/?mlat=30.249061&mlon=-97.749473#map=18/30.249061/-97.749473,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,188587072,30.246007,-97.750603,https://www.openstreetmap.org/way/188587072#map=19/30.246007/-97.750603,https://www.openstreetmap.org/?mlat=30.246007&mlon=-97.750603#map=18/30.246007/-97.750603,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,202425092,30.252539,-97.76304,https://www.openstreetmap.org/way/202425092#map=19/30.252539/-97.763040,https://www.openstreetmap.org/?mlat=30.252539&mlon=-97.763040#map=18/30.252539/-97.763040,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,231123157,30.266462,-97.745532,https://www.openstreetmap.org/way/231123157#map=19/30.266462/-97.745532,https://www.openstreetmap.org/?mlat=30.266462&mlon=-97.745532#map=18/30.266462/-97.745532,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,259089523,30.263859,-97.763217,https://www.openstreetmap.org/way/259089523#map=19/30.263859/-97.763217,https://www.openstreetmap.org/?mlat=30.263859&mlon=-97.763217#map=18/30.263859/-97.763217,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,312337825,30.25032,-97.749036,https://www.openstreetmap.org/way/312337825#map=19/30.250320/-97.749036,https://www.openstreetmap.org/?mlat=30.250320&mlon=-97.749036#map=18/30.250320/-97.749036,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,328631283,30.267091,-97.745619,https://www.openstreetmap.org/way/328631283#map=19/30.267091/-97.745619,https://www.openstreetmap.org/?mlat=30.267091&mlon=-97.745619#map=18/30.267091/-97.745619,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,379166126,30.263909,-97.737901,https://www.openstreetmap.org/way/379166126#map=19/30.263909/-97.737901,https://www.openstreetmap.org/?mlat=30.263909&mlon=-97.737901#map=18/30.263909/-97.737901,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,379221712,30.259097,-97.738471,https://www.openstreetmap.org/way/379221712#map=19/30.259097/-97.738471,https://www.openstreetmap.org/?mlat=30.259097&mlon=-97.738471#map=18/30.259097/-97.738471,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,382455277,30.259621,-97.754742,https://www.openstreetmap.org/way/382455277#map=19/30.259621/-97.754742,https://www.openstreetmap.org/?mlat=30.259621&mlon=-97.754742#map=18/30.259621/-97.754742,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,383353420,30.262248,-97.761473,https://www.openstreetmap.org/way/383353420#map=19/30.262248/-97.761473,https://www.openstreetmap.org/?mlat=30.262248&mlon=-97.761473#map=18/30.262248/-97.761473,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,383353533,30.261789,-97.760342,https://www.openstreetmap.org/way/383353533#map=19/30.261789/-97.760342,https://www.openstreetmap.org/?mlat=30.261789&mlon=-97.760342#map=18/30.261789/-97.760342,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,383355295,30.254173,-97.763127,https://www.openstreetmap.org/way/383355295#map=19/30.254173/-97.763127,https://www.openstreetmap.org/?mlat=30.254173&mlon=-97.763127#map=18/30.254173/-97.763127,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,383379324,30.244471,-97.751959,https://www.openstreetmap.org/way/383379324#map=19/30.244471/-97.751959,https://www.openstreetmap.org/?mlat=30.244471&mlon=-97.751959#map=18/30.244471/-97.751959,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,763194361,30.265042,-97.733258,https://www.openstreetmap.org/way/763194361#map=19/30.265042/-97.733258,https://www.openstreetmap.org/?mlat=30.265042&mlon=-97.733258#map=18/30.265042/-97.733258,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,906706477,30.246071,-97.731083,https://www.openstreetmap.org/way/906706477#map=19/30.246071/-97.731083,https://www.openstreetmap.org/?mlat=30.246071&mlon=-97.731083#map=18/30.246071/-97.731083,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
Commercial Property,Commercial Property,way,913019899,30.254136,-97.747585,https://www.openstreetmap.org/way/913019899#map=19/30.254136/-97.747585,https://www.openstreetmap.org/?mlat=30.254136&mlon=-97.747585#map=18/30.254136/-97.747585,,Commercial Property listing in Downtown Austin.,District activation opportunities and employer/neighborhood partnerships,Not listed,,,,No public special listed in source data,No public deal listed in source data,No public event listing in source data,OpenStreetMap / Overpass,2026-02-26T22:37:02Z
