asset_path,inferred_entity,reason,confidence,next_action
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/07696312-a3a8-43e1-b0e5-81818571770f.png","07696312-a3a8-43e1-b0e5-81818571770f","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/1. Dean's Italian Steakhouse.jpg","1-dean-s-italian-steakhouse","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/1. Deans-Italian-Steakhouse4.jpeg","1-deans-italian-steakhouse4","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/1. Emmer-Rye.-Credit-Alicynn-Fink.-2--86c1f863a098030_86c1f9f6-9d36-3299-0347f1d3673b96d5.jpg","1-emmer-rye-credit-alicynn-fink-2-86c1f863a098030-86c1f9f6-9d36-3299-0347f1d3673b96d5","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/1. Half Step .jpg","1-half-step","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/1. bangers bar.webp","1-bangers-bar","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/2. Dean's Italian Steakhouse.jpg","2-dean-s-italian-steakhouse","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/2. Downtown Core Emmer & Rye Emmer & Rye Dining nearby · Rainey.webp","2-downtown-core-emmer-rye-emmer-rye-dining-nearby-rainey","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/3. Dean's Italian Steakhouse cocktains.png","3-dean-s-italian-steakhouse-cocktains","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/3. Downtown Core Emmer & Rye Emmer & Rye Dining nearby · Rainey.webp","3-downtown-core-emmer-rye-emmer-rye-dining-nearby-rainey","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/545dbabe-2fed-4abe-b420-467feb965805.png","545dbabe-2fed-4abe-b420-467feb965805","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/652c9d7f-54ca-4ee4-82ae-611ca95f8f6f.png","652c9d7f-54ca-4ee4-82ae-611ca95f8f6f","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/6CB00465-0C7F-4E01-9DD3-5098E33A77E4.png","6cb00465-0c7f-4e01-9dd3-5098e33a77e4","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/Dean's Italian Steakhouse.jpg","dean-s-italian-steakhouse","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/Dean's Italian Steakhouse1.webp","dean-s-italian-steakhouse1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/Hopdoddy-Line.jpg","hopdoddy-line","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/Hopdoddy.jpg","hopdoddy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/Row 2_ City discovering you at the right moment, hands holding and lighting a candle with warm glow, restaurant scene with plated gourmet food on table, people dining and socializing at outdoor restaurant.mp4","row-2-city-discovering-you-at-the-right-moment-hands-holding-and-lighting-a-candle-with-warm-glow-restaurant-scene-with-plated-gourmet-food-on-table-people-dining-and-socializing-at-outdoor-restaurant","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/Sugarwolf-spread.jpg","sugarwolf-spread","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/Welcome Host.jpeg","welcome-host","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/a4b775b8-ab1c-49b5-a80d-a5b5c2ca62fe.png","a4b775b8-ab1c-49b5-a80d-a5b5c2ca62fe","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/bar chi.jpeg","bar-chi","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/bc5a1f8d-1723-45b6-8f15-cd3e410f6673 copy.png","bc5a1f8d-1723-45b6-8f15-cd3e410f6673-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/bc5a1f8d-1723-45b6-8f15-cd3e410f6673.png","bc5a1f8d-1723-45b6-8f15-cd3e410f6673","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/fixe.jpeg","fixe","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/francoid bar rouge.png","francoid-bar-rouge","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/francois copy.png","francois-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/francois.png","francois","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/francois.webp","francois","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/happy customer.png","happy-customer","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/kimberley.webp","kimberley","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/perrys.jpeg","perrys","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/red ash.png","red-ash","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/sugar wolf 1.png","sugar-wolf-1","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/sugar wolf.png","sugar-wolf","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/sugarwolf.png","sugarwolf","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/the kimberly.png","the-kimberly","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/truluck.jpeg","truluck","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RESTAURANTS/yKF2Rm-Ado4EPhnEcmOYnvB5fe0vgyxVfu4WQ0AMhxO6mf_9XzsbqqZmCAcuD8vX-wU9gn0O9CXj5lr6qGaa2NzUx0In_ZCE6fdoBDCcvA0O63uIn_66osJQBj88AXgg1c26WsrciC89zHnCj73c6ssWDysT4alsJEGuqi8OeCAqs4bXPaohu6PtfytIpcW0 copy.jpeg","ykf2rm-ado4ephnecmoynvb5fe0vgyxvfu4wq0amhxo6mf-9xzsbqqzmcacud8vx-wu9gn0o9cxj5lr6qgaa2nzux0in-zce6fdobdccva0o63uin-66osjqbj88axgg1c26wsrcic89zhncj73c6sswdyst4alsjeguqi8oecaqs4bxpaohu6ptfytipcw0-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/POS. png.png","pos-png","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/instore service.png","instore-service","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/retail shop  copy.png","retail-shop-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/retail shop .png","retail-shop","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/retail shops KPF_WallerCreek_TheGate_copyrightWAX2.jpg.webp","retail-shops-kpf-wallercreek-thegate-copyrightwax2-jpg","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/rotal blue inside copy.png","rotal-blue-inside-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/rotal blue inside.png","rotal-blue-inside","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/royal blue POS  copy.png","royal-blue-pos-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/royal blue POS .png","royal-blue-pos","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/royal blue grocery  copy.png","royal-blue-grocery-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/royal blue grocery .png","royal-blue-grocery","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/royal blue.png","royal-blue","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/shop assisant.png","shop-assisant","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/shop assisnat.png","shop-assisnat","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/shop assistant at POS.png","shop-assistant-at-pos","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RETAIL/shopping assistnat.png","shopping-assistnat","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/02 rivian copy.png","02-rivian-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/02 rivian.png","02-rivian","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/8J5L62CIianOYc2pGK7bnSfPHVKIfXD5f2L1WtaTz8q1zatxBiIjQFc9ZTuyRKp9PlKp8gfvhxjcO310jjX8CUNmqQpi6FHS9GciwhJxC953o58_YOMskbnF-WVNCiaTxcL3LQ8uCvfpnWUnJqs57UOf5lyhZgP6kS7WAvH3yrk0qzA-dlHBBWDn2WEpKA_c.jpeg","8j5l62ciianoyc2pgk7bnsfphvkifxd5f2l1wtatz8q1zatxbiijqfc9ztuyrkp9plkp8gfvhxjco310jjx8cunmqqpi6fhs9gciwhjxc953o58-yomskbnf-wvnciatxcl3lq8ucvfpnwunjqs57uof5lyhzgp6ks7wavh3yrk0qza-dlhbbwdn2wepka-c","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/9JvnMPQ8kGuv11XCFhP4qI_0lIktNCTBBolhYsLAFdFrKtTRzkUq5Q31tv6T9ELH3voX6p5GdrTZtXeDJWPYBEvUKXwLboA0PHejrLBKAKZRKo7n0xwA5CQMUmC8eVeK__frO4QU1gVFAspV_WYn7zp3DhW7gT6T0Q9jZr3jl_veaPOYtJKM9M09OEVs68Sg.jpeg","9jvnmpq8kguv11xcfhp4qi-0liktnctbbolhyslafdfrkttrzkuq5q31tv6t9elh3vox6p5gdrtztxedjwpybevukxwlboa0phejrlbkakzrko7n0xwa5cqmumc8evek-fro4qu1gvfaspv-wyn7zp3dhw7gt6t0q9jzr3jl-veapoytjkm9m09oevs68sg","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/BGqpkO6Agt-wJ57gkrmlZbLcha8Oa2iEBxFsSy9sgM7MVFiowUQLd7NLSiqDULIWfZwwGX5kBG42ADeCmTLrvh3qsiDCc4JPAsBmSGLoYwsd-pIfR4jC1cW8NXXPDLT_fdRjShqkq0GDa2WNLB7onU3u7mBLZewkh4WLZUBu8a5OkPSMMEsQuI11zqo538Hw.jpeg","bgqpko6agt-wj57gkrmlzblcha8oa2iebxfssy9sgm7mvfiowuqld7nlsiqduliwfzwwgx5kbg42adecmtlrvh3qsidcc4jpasbmsgloywsd-pifr4jc1cw8nxxpdlt-fdrjshqkq0gda2wnlb7onu3u7mblzewkh4wlzubu8a5okpsmmesqui11zqo538hw","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/EAUKFSJXD7c0cdfa2hU303t4I_6igWFm0ilwhP9qI6fhyxdnAxSMS-WJqxRo1LIOhrecLo3ab7fYVstHw_ful_xkZKiurUizT4Elm1NscauM_qgpdGxHkNlnraJT84bMJujiWs9b6q6f5j6NLBUu5thEsBn-fkAzTS43z4SdERPWqqNqcr4UmO0kdi7hbc-R.jpeg","eaukfsjxd7c0cdfa2hu303t4i-6igwfm0ilwhp9qi6fhyxdnaxsms-wjqxro1liohreclo3ab7fyvsthw-ful-xkzkiuruizt4elm1nscaum-qgpdgxhknlnrajt84bmjujiws9b6q6f5j6nlbuu5thesbn-fkazts43z4sderpwqqnqcr4umo0kdi7hbc-r","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/Fe7UiHhkFFkEKvIic-YpLhYlNj9bRL-6Bj9Qm4J0-6xZJq-U2KBQ80Ctv8hYwkNVDB16JXVSX5T_lq-H7U4xOpOsyynFmRePiHbfsuY8slgQhlq5xnIrbzYeYWvErFyPoE1i9yYtkRjDpU0c_cezRm1YxDXZHHRXciChV_UKYyRUXa-subEVD4VY61beuZlZ.jpeg","fe7uihhkffkekviic-yplhylnj9brl-6bj9qm4j0-6xzjq-u2kbq80ctv8hywknvdb16jxvsx5t-lq-h7u4xoposyynfmrepihbfsuy8slgqhlq5xnirbzyeywverfypoe1i9yytkrjdpu0c-cezrm1yxdxzhhrxcichv-ukyyruxa-subevd4vy61beuzlz","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/MV1APrXOuS3F48D9b24mt2NHHjFgzFtI9WLbvzdFLWmiJ2dTDwgjkRBpUI-peAE0yCa4PAE2jrKFv4hnRfw2LirOpXv1--mNqT63xjCflAfO2czrIlGAWUpQYWsfckESG3R3CN_1jNJ0HgqUMsTGuNuD_K0U79cf40Xgs8_h8AI.jpeg","mv1aprxous3f48d9b24mt2nhhjfgzfti9wlbvzdflwmij2dtdwgjkrbpui-peae0yca4pae2jrkfv4hnrfw2liropxv1-mnqt63xjcflafo2czrilgawupqywsfckesg3r3cn-1jnj0hgqumstgunud-k0u79cf40xgs8-h8ai","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/RIVIAN LOGO.png","rivian-logo","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/RIVIAN copy.mp4","rivian-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/Rivian Full Clip.mp4","rivian-full-clip","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/Rivian Short Clip.mp4","rivian-short-clip","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/Rivian.mp4","rivian","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/luSdxIzDhZmUOHgonUAwaeDVJE6c3-5uoHMKu-F--uSz85nAZUWJFpTiVyIme5wk2_X8nVX4Gb0SnsqxOoNfq03nfK1otql1f-Qy9oWzFPi66YWDJeOyuyryzi9jtmb0kDG0xf_VHxb_IrAqn8dhGxQoHVMA5H05hsZcIqgBgs_X_88TCUDLnoBYNtBDcb4Y.jpeg","lusdxizdhzmuohgonuawaedvje6c3-5uohmku-f-usz85nazuwjfptivyime5wk2-x8nvx4gb0snsqxoonfq03nfk1otql1f-qy9owzfpi66ywdjeoyuyryzi9jtmb0kdg0xf-vhxb-iraqn8dhgxqohvma5h05hszciqgbgs-x-88tcudlnobyntbdcb4y","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/rivian campaign.png","rivian-campaign","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /RIVIAN/zCapmh_DghvQMUSYw_K8H5C9lEZrNFh_NTyZLRD8BULPygh0wQT5jplvPYAfSnVRW3tfOceBunERRJG_B0n9dUV8w9ON4xCZ-hHCybYfEpwWtftbm_vtG0LNBG_9BDmPORtNyzH0c1hGmTE1Ra8UnVIe90IaPNMIEB8NPzh593oO0e-RsJm9BADlQEpdbsgU.jpeg","zcapmh-dghvqmusyw-k8h5c9lezrnfh-ntyzlrd8bulpygh0wqt5jplvpyafsnvrw3tfocebunerrjg-b0n9duv8w9on4xcz-hhcybyfepwwtftbm-vtg0lnbg-9bdmportnyzh0c1hgmte1ra8unvie90iapnmieb8npzh593oo0e-rsjm9badlqepdbsgu","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /ROOFTOP/11.happy hour.png","11-happy-hour","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /ROOFTOP/cocktail Lobby Bar Happy Hour South Congress Hotel.jpeg","cocktail-lobby-bar-happy-hour-south-congress-hotel","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /ROOFTOP/edgerooftop-homepage-sipinthescene-638515e802064.jpeg","edgerooftop-homepage-sipinthescene-638515e802064","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /ROOFTOP/rooftop cheers group.png","rooftop-cheers-group","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/00 qr survey .png","00-qr-survey","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/00 venue qr code.png","00-venue-qr-code","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/545dbabe-2fed-4abe-b420-467feb965805.png","545dbabe-2fed-4abe-b420-467feb965805","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/Ask residents what they think. copy.png","ask-residents-what-they-think-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/Ask residents what they think..png","ask-residents-what-they-think","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/Fine Eywear Survey.png","fine-eywear-survey","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/QR in lobby Lobb.png","qr-in-lobby-lobb","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/Qr scan baby boomer.png","qr-scan-baby-boomer","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/Scan QR Lobby.png","scan-qr-lobby","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/better timing.png","better-timing","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/elevator QR.png","elevator-qr","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/elevator qr code 2.png","elevator-qr-code-2","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/perks-offers.jpg","perks-offers","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/perks-offers.jpg         → coffee counter QR : offer redemption.png","perks-offers-jpg-coffee-counter-qr-offer-redemption","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/qr code redeem.png","qr-code-redeem","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/qr code redemption .png","qr-code-redemption","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/scan at POS.png","scan-at-pos","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/scan perk .png","scan-perk","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/scn qr code hotel .png","scn-qr-code-hotel","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/• Scanning downtown perks in a café copy.png","scanning-downtown-perks-in-a-cafe-copy","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
"/Users/megdude/Downloads/PERKS MEDIA/IMAGES NEW /SCAN QR/• Scanning downtown perks in a café.png","scanning-downtown-perks-in-a-cafe","Identity and usage rights require review before assignment","below_90_percent","Confirm identity, role, rights and crop before manifest assignment"
