category,name,address,lat,lng,osm_type,osm_id,tags
"Civic Art / Route Stop","George Washington","","30.2849202","-97.7395127","node","3600960929","{""""artist_name"""":""""Pompeo Coppini"""",""""artwork_type"""":""""statue"""",""""name"""":""""George Washington"""",""""tourism"""":""""artwork"""",""""website"""":""""http://www.cah.utexas.edu/exhibits/StatuesExhibit/page3.html"""",""""wikidata"""":""""Q22022599""""}"
"Civic Art / Route Stop","Goddess of Liberty","","30.274674","-97.740343","node","6879997373","{""""artwork_subject"""":""""figurative"""",""""artwork_type"""":""""statue"""",""""name"""":""""Goddess of Liberty"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Golden Afternoon","","30.2673308","-97.7524878","node","8955592900","{""""artist_name"""":""""Urban Matter Inc."""",""""artwork_type"""":""""installation"""",""""material"""":""""metal"""",""""name"""":""""Golden Afternoon"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Heritage - Festivals - Horizons","","30.2607378","-97.7495013","node","8195513720","{""""artwork_type"""":""""sculpture"""",""""material"""":""""metal"""",""""name"""":""""Heritage - Festivals - Horizons"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Hi, How Are You","","30.2839052","-97.7421771","node","4493392149","{""""artist_name"""":""""Daniel Johnston"""",""""artwork_type"""":""""mural"""",""""name"""":""""Hi, How Are You"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Historic 6th Street","","30.2657029","-97.7352186","node","8953194902","{""""artwork_type"""":""""mural"""",""""name"""":""""Historic 6th Street"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Homeless Jesus","","30.269791","-97.7405662","node","13253455006","{""""artist_name"""":""""Timothy P Schmalz"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""metal"""",""""name"""":""""Homeless Jesus"""",""""start_date"""":""""2015"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Horned Lizard","","30.2798013","-97.7383032","node","10266425579","{""""artist_name"""":""""Dylan Connor"""",""""artwork_type"""":""""statue"""",""""description"""":""""Steel sculpture by Dylan Connor of a Texas horned lizard, designated the official state reptile by the Texas Legislature."""",""""material"""":""""steel"""",""""name"""":""""Horned Lizard"""",""""subject:wikidata"""":""""Q748410"""",""""subject:wikipedia"""":""""en:Texas horned lizard"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","José María Morelos","","30.2680249","-97.7471217","node","7913617600","{""""artwork_type"""":""""bust"""",""""material"""":""""bronze"""",""""name"""":""""José María Morelos"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Kempelen's Owls","","30.2661041","-97.750386","node","8228681104","{""""artist_name"""":""""New American Public Art"""",""""artwork_type"""":""""sculpture"""",""""name"""":""""Kempelen's Owls"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Killer Riffs","","30.267004","-97.7500554","node","8072634609","{""""artist_name"""":""""La Paso"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""metal"""",""""name"""":""""Killer Riffs"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","La Fuente en Calle Segunda","","30.2655802","-97.7485106","node","8228681103","{""""artist_name"""":""""Roger and Jerolyn Bahm-Columbik"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""bronze"""",""""name"""":""""La Fuente en Calle Segunda"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Lead to Live","","30.2669384","-97.7429524","node","5023332790","{""""artist_name"""":""""Amado Castillo III, Amado Castillo IV"""",""""artwork_type"""":""""mural"""",""""name"""":""""Lead to Live"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Little Mama","","30.2664433","-97.7516017","node","7917829996","{""""artist_name"""":""""Sharon Engelstein"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""concrete"""",""""name"""":""""Little Mama"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Lone Star","","30.2802096","-97.7385553","node","7641253733","{""""artwork_type"""":""""sculpture"""",""""material"""":""""metal"""",""""name"""":""""Lone Star"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Malin's Fountain","","30.2832658","-97.7535327","node","12291835201","{""""artist:wikidata"""":""""Q105044989"""",""""artist_name"""":""""Thomas Dambo"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""wood"""",""""name"""":""""Malin's Fountain"""",""""note"""":""""Burned down May,21,2026. Just ashes now"""",""""tourism"""":""""artwork"""",""""wikidata"""":""""Q135474986""""}"
"Civic Art / Route Stop","Miguel Hidalgo y Costilla","","30.2680327","-97.7471057","node","7913617601","{""""artwork_type"""":""""bust"""",""""material"""":""""bronze"""",""""name"""":""""Miguel Hidalgo y Costilla"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Open Room Austin","","30.266584","-97.7540042","node","7881650974","{""""artist_name"""":""""Rosario Marquardt and Roberto Behar"""",""""artwork_type"""":""""installation"""",""""name"""":""""Open Room Austin"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Prickly Pear","","30.2789179","-97.7386406","node","10269239731","{""""artist_name"""":""""Dylan Connor"""",""""artwork_type"""":""""statue"""",""""description"""":""""Steel sculpture by Dylan Connor of a prickly pear cactus, designated the official state plant by the Texas Legislature. While no specific species is official, the pads of this sculpture most resemble Opuntia ficus-indica"""",""""material"""":""""steel"""",""""name"""":""""Prickly Pear"""",""""subject:wikidata"""":""""Q144412"""",""""subject:wikipedia"""":""""en:Opuntia ficus-indica"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Sea Turtle","","30.2779846","-97.7389905","node","10281110973","{""""artist_name"""":""""Dylan Connor"""",""""artwork_type"""":""""statue"""",""""description"""":""""Steel sculpture by Dylan Connor of a Kemp's ridley sea turtle, designated the official state sea turtle by the Texas Legislature"""",""""material"""":""""steel"""",""""name"""":""""Sea Turtle"""",""""subject:wikidata"""":""""Q301089"""",""""subject:wikipedia"""":""""en:Kemp's ridley sea turtle"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Seeding Time","","30.2645009","-97.7477388","node","8228681105","{""""artist_name"""":""""Nobohu Nagasawa"""",""""artwork_type"""":""""sculpture"""",""""name"""":""""Seeding Time"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Spiral of the Galaxy","","30.2758029","-97.7335088","node","9690312479","{""""artist_name"""":""""Marc Quinn"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""bronze"""",""""name"""":""""Spiral of the Galaxy"""",""""tourism"""":""""artwork"""",""""website"""":""""https://landmarks.utexas.edu/artwork/spiral-galaxy""""}"
"Civic Art / Route Stop","Square Tilt","","30.28313","-97.7379364","node","5522768949","{""""artist_name"""":""""Joel Perlman"""",""""name"""":""""Square Tilt"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Stem Rack","","30.2641053","-97.7436736","node","8228681106","{""""artist_name"""":""""Ann Armstrong"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""metal"""",""""name"""":""""Stem Rack"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Stevie Ray Vaughan Statue","","30.2631141","-97.7506802","node","281230952","{""""artwork_type"""":""""statue"""",""""name"""":""""Stevie Ray Vaughan Statue"""",""""tourism"""":""""artwork"""",""""wikidata"""":""""Q17038687""""}"
"Civic Art / Route Stop","Tall Solo","","30.2672725","-97.7516494","node","8078892696","{""""artist_name"""":""""Sharon Engelstein"""",""""artwork_type"""":""""sculpture"""",""""material"""":""""concrete"""",""""name"""":""""Tall Solo"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Tau Ceti","","30.2637526","-97.7427532","node","1481511021","{""""artist_name"""":""""Josef Kristofoletti"""",""""artwork_type"""":""""mural"""",""""name"""":""""Tau Ceti"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Tejedoras del Espíritu","","30.2668532","-97.7426391","node","13785519660","{""""artist_name"""":""""Cindy and Ernesto Hernandez"""",""""artwork_type"""":""""mural"""",""""name"""":""""Tejedoras del Espíritu"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Texas Ranger","","30.262587","-97.7381163","node","13918575386","{""""artist_name"""":""""Van Howd"""",""""artwork_type"""":""""statue"""",""""material"""":""""bronze"""",""""name"""":""""Texas Ranger"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","The Color Inside","","30.284814","-97.7363379","node","5522768950","{""""artist_name"""":""""James Turrell"""",""""name"""":""""The Color Inside"""",""""tourism"""":""""artwork"""",""""website"""":""""https://landmarks.utexas.edu/artwork/color-inside""""}"
"Civic Art / Route Stop","The Doughboy","","30.2850058","-97.7335392","node","13046865982","{""""artist_name"""":""""Paul Tadlock"""",""""artwork_type"""":""""statue"""",""""name"""":""""The Doughboy"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","The Price of Liberty","","30.2734663","-97.7384026","node","13427168200","{""""artwork_type"""":""""sculpture"""",""""name"""":""""The Price of Liberty"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","The Sisterhood of Two Hearts","","30.2669137","-97.7428615","node","13785519659","{""""artwork_type"""":""""mural"""",""""name"""":""""The Sisterhood of Two Hearts"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","The Ten Commandments","","30.2752811","-97.7408088","node","5058269727","{""""artwork_type"""":""""statue"""",""""material"""":""""stone"""",""""memorial"""":""""stele"""",""""name"""":""""The Ten Commandments"""",""""name:en"""":""""The Ten Commandments"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Una Canción de Fe y Familia","","30.2582351","-97.7408171","node","8977433364","{""""artist_name"""":""""Connie Arismendi"""",""""artwork_type"""":""""statue"""",""""material"""":""""metal"""",""""name"""":""""Una Canción de Fe y Familia"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Wall painting for Austin","","30.2730372","-97.7356097","node","8975766054","{""""artist_name"""":""""Arturo Herrera"""",""""artwork_type"""":""""mural"""",""""name"""":""""Wall painting for Austin"""",""""note"""":""""https://waterloogreenway.org/larger-than-life-creek-inspired-mural-coming-to-waterloo-park/"""",""""tourism"""":""""artwork""""}"
"Civic Art / Route Stop","Willie Nelson Statue","","30.2651671","-97.7467492","node","8454950386","{""""artist_name"""":""""Clete Shields"""",""""artwork_type"""":""""statue"""",""""material"""":""""bronze"""",""""name"""":""""Willie Nelson Statue"""",""""tourism"""":""""artwork"""",""""wikidata"""":""""Q105044810"""",""""wikipedia"""":""""en:Willie Nelson statue""""}"
"Civic Art / Route Stop","Wing Trace","","30.26562","-97.753017","node","13807104065","{""""artist_name"""":""""Jasna Boudard"""",""""artwork_type"""":""""installation"""",""""name"""":""""Wing Trace"""",""""tourism"""":""""artwork""""}"
"Retail / Brand / Wellness","1 Hotel Austin","96 Red River Street","30.2609777","-97.7394349","node","3825447567","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""96"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Red River Street"""",""""air_conditioning"""":""""yes"""",""""bar"""":""""yes"""",""""branch"""":""""Austin"""",""""brand"""":""""1 Hotel"""",""""internet_access"""":""""wlan"""",""""name"""":""""1 Hotel Austin"""",""""opening_date"""":""""2026-08-30"""",""""phone"""":""""+1-737-415-9800"""",""""rooms"""":""""252"""",""""smoking"""":""""no"""",""""tourism"""":""""hotel"""",""""website"""":""""https://www.1hotels.com/austin""""}"
"Retail / Brand / Wellness","Barkin' Creek Dog Kitchen & Bath","91 Red River Street","30.2609929","-97.7388024","way","1528861048","{""""addr:city"""":""""Austin"""",""""addr:country"""":""""US"""",""""addr:housenumber"""":""""91"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Red River Street"""",""""addr:unit"""":""""150"""",""""branch"""":""""Downtown"""",""""name"""":""""Barkin' Creek Dog Kitchen & Bath"""",""""shop"""":""""pet_grooming""""}"
"Retail / Brand / Wellness","Capital Metro","","30.2677031","-97.7469066","node","8947082774","{""""amenity"""":""""vending_machine"""",""""blind"""":""""yes"""",""""brand"""":""""Capital Metro"""",""""covered"""":""""no"""",""""currency:USD"""":""""yes"""",""""manufacturer"""":""""Flowbird"""",""""operator"""":""""Capital Metropolitan Transportation Authority"""",""""payment:cash"""":""""yes"""",""""payment:coins"""":""""yes"""",""""payment:contactless"""":""""yes"""",""""payment:credit_cards"""":""""yes"""",""""vending"""":""""public_transport_tickets""""}"
"Retail / Brand / Wellness","CapMetro Transit Store","1705 Guadalupe Street","30.2799806","-97.7420704","node","12534826582","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""1705"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Guadalupe Street"""",""""amenity"""":""""bicycle_rental"""",""""bicycle_rental"""":""""docking_station"""",""""brand"""":""""CapMetro Bikeshare"""",""""brand:wikidata"""":""""Q133802038"""",""""fee"""":""""yes"""",""""fixme"""":""""Add hours, telephone, other information when known"""",""""name"""":""""CapMetro Transit Store"""",""""network"""":""""CapMetro Bikeshare"""",""""network:wikidata"""":""""Q133802038"""",""""operator"""":""""CapMetro"""",""""operator:type"""":""""public"""",""""operator:wikidata"""":""""Q587830"""",""""rental"""":""""ebike"""",""""start_date"""":""""2025-01-22""""}"
"Retail / Brand / Wellness","Casper Fermentables","422 Guadalupe Street","30.2673355","-97.7471412","node","13699343230","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""422"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Guadalupe Street"""",""""check_date"""":""""2026-04-01"""",""""contact:email"""":""""casperfermentables@gmail.com"""",""""contact:facebook"""":""""https://www.facebook.com/casperfermentables/"""",""""contact:instagram"""":""""https://www.instagram.com/casperfermentables/"""",""""currency:XBT"""":""""yes"""",""""name"""":""""Casper Fermentables"""",""""opening_hours"""":""""Sa 09:00-13:00"""",""""payment:lightning"""":""""yes"""",""""payment:lightning:operator"""":""""square"""",""""payment:lightning_contactless"""":""""no"""",""""payment:onchain"""":""""no"""",""""shop"""":""""farm"""",""""website"""":""""https://www.casperfermentables.com/""""}"
"Retail / Brand / Wellness","Hair House","805 West Avenue","30.2725385","-97.7495154","node","13853332623","{""""addr:housenumber"""":""""805"""",""""addr:street"""":""""West Avenue"""",""""check_date"""":""""2026-05-19"""",""""name"""":""""Hair House"""",""""shop"""":""""hairdresser""""}"
"Retail / Brand / Wellness","HokkaiSan","609 Congress Avenue","30.2683251","-97.7423011","way","1213502014","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""609"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Congress Avenue"""",""""air_conditioning"""":""""yes"""",""""building"""":""""yes"""",""""email"""":""""info@hokkaisan.com"""",""""name"""":""""HokkaiSan"""",""""name:ja"""":""""北海産"""",""""opening_hours"""":""""Mo-Su 09:00-22:00"""",""""phone"""":""""+1-512-906-0966"""",""""shop"""":""""convenience""""}"
"Retail / Brand / Wellness","Holey Moley","807 E 4th St","30.263469","-97.7346925","way","379195141","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""807"""",""""addr:postcode"""":""""78702"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""E 4th St"""",""""bar"""":""""yes"""",""""brand"""":""""Holey Moley"""",""""brand:wikidata"""":""""Q85766991"""",""""diet:vegan"""":""""yes"""",""""diet:vegetarian"""":""""yes"""",""""fee"""":""""yes"""",""""food"""":""""yes"""",""""height"""":""""9.72"""",""""indoor_seating"""":""""yes"""",""""internet_access"""":""""wlan"""",""""leisure"""":""""miniature_golf"""",""""name"""":""""Holey Moley"""",""""outdoor_seating"""":""""yes"""",""""payment:credit_cards"""":""""yes"""",""""sport"""":""""miniature_golf""""}"
"Retail / Brand / Wellness","Hotel Trinity","311 East 5th Street","30.2659788","-97.7401208","way","967757079","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""311"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""East 5th Street"""",""""brand"""":""""Autograph Collection"""",""""brand:wikidata"""":""""Q19872869"""",""""building"""":""""construction"""",""""building:levels"""":""""13"""",""""check_date"""":""""2026-05-01"""",""""email"""":""""sales@hoteltrinityatx.com"""",""""internet_access"""":""""wlan"""",""""name"""":""""Hotel Trinity"""",""""opening_date"""":""""2025-08-01"""",""""phone"""":""""+1-512-814-5990"""",""""rooms"""":""""258"""",""""tourism"""":""""hotel"""",""""website"""":""""https://www.hoteltrinityatx.com/""""}"
"Retail / Brand / Wellness","Jetset Pilates","1011 West 5th Street","30.270566","-97.7558102","node","3857693597","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""1011"""",""""addr:postcode"""":""""78703"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""West 5th Street"""",""""addr:unit"""":""""140"""",""""brand"""":""""Jetset Pilates"""",""""leisure"""":""""fitness_centre"""",""""name"""":""""Jetset Pilates"""",""""not:brand:wikidata"""":""""Q109328844"""",""""phone"""":""""+1-737-273-9364"""",""""sport"""":""""pilates"""",""""website"""":""""https://jetsetpilates.com/tx/downtown-austin/""""}"
"Retail / Brand / Wellness","Playa Bowls","500 West Martin Luther King Jr Boulevard","30.2823373","-97.743328","node","13674803001","{""""addr:housenumber"""":""""500"""",""""addr:postcode"""":""""78705"""",""""addr:street"""":""""West Martin Luther King Jr Boulevard"""",""""check_date"""":""""2026-03-24"""",""""check_date:opening_hours"""":""""2026-03-24"""",""""name"""":""""Playa Bowls"""",""""opening_hours"""":""""Mo-Su 09:00-21:00"""",""""phone"""":""""+15122847326"""",""""shop"""":""""beverages"""",""""website"""":""""https://playabowls.com/""""}"
"Retail / Brand / Wellness","Solidcore","204 Colorado Street","30.2651252","-97.7455376","node","3849776348","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""204"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Colorado Street"""",""""branch"""":""""Downtown Austin"""",""""brand"""":""""[solidcore]"""",""""brand:wikidata"""":""""Q124429271"""",""""leisure"""":""""fitness_centre"""",""""name"""":""""Solidcore"""",""""phone"""":""""+1-512-900-4740"""",""""sport"""":""""pilates""""}"
"Retail / Brand / Wellness","SoulCycle","401 Congress Avenue","30.2667411","-97.7430448","way","1507549538","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""401"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""Congress Avenue"""",""""addr:unit"""":""""100E"""",""""brand"""":""""SoulCycle"""",""""brand:wikidata"""":""""Q17084730"""",""""building:part"""":""""yes"""",""""leisure"""":""""fitness_centre"""",""""level"""":""""0"""",""""name"""":""""SoulCycle"""",""""sport"""":""""cycling""""}"
"Retail / Brand / Wellness","Sugarwolf Bakery","401 West 4th Street","30.266555","-97.7474819","way","1525848111","{""""addr:city"""":""""Austin"""",""""addr:housenumber"""":""""401"""",""""addr:postcode"""":""""78701"""",""""addr:state"""":""""TX"""",""""addr:street"""":""""West 4th Street"""",""""addr:unit"""":""""120"""",""""air_conditioning"""":""""yes"""",""""area"""":""""yes"""",""""bar"""":""""yes"""",""""email"""":""""hello@sugarwolfbakery.com"""",""""level"""":""""0"""",""""name"""":""""Sugarwolf Bakery"""",""""opening_hours"""":""""Mo-Su 07:00-16:00"""",""""shop"""":""""bakery"""",""""start_date"""":""""2026-05-05"""",""""website"""":""""https://www.sugarwolfbakery.com/""""}"
